case;event;time
14;W_Nabellen offertes;11.10.2011-08:19:14
14;W_Valideren aanvraag;13.10.2011-11:12:26
14;W_Valideren aanvraag;13.10.2011-13:04:19
14;W_Nabellen incomplete dossiers;13.10.2011-18:01:47
14;W_Nabellen incomplete dossiers;14.10.2011-08:06:41
14;W_Nabellen incomplete dossiers;14.10.2011-11:19:58
14;W_Nabellen incomplete dossiers;14.10.2011-11:37:05
14;W_Nabellen incomplete dossiers;14.10.2011-12:05:18
14;W_Nabellen incomplete dossiers;14.10.2011-13:49:18
14;W_Valideren aanvraag;14.10.2011-14:22:55
15;W_Afhandelen leads;01.10.2011-12:56:22
15;W_Completeren aanvraag;01.10.2011-13:50:01
15;W_Completeren aanvraag;03.10.2011-10:56:17
15;W_Completeren aanvraag;03.10.2011-13:55:10
15;W_Completeren aanvraag;04.10.2011-09:35:15
15;W_Completeren aanvraag;04.10.2011-11:26:21
15;W_Completeren aanvraag;04.10.2011-15:27:09
15;W_Completeren aanvraag;05.10.2011-07:32:15
15;W_Completeren aanvraag;05.10.2011-11:28:37
15;W_Completeren aanvraag;05.10.2011-16:14:09
15;W_Completeren aanvraag;05.10.2011-16:53:18
15;W_Completeren aanvraag;06.10.2011-08:00:04
15;W_Completeren aanvraag;06.10.2011-18:54:12
15;W_Completeren aanvraag;07.10.2011-16:34:58
15;W_Completeren aanvraag;08.10.2011-08:51:27
15;W_Completeren aanvraag;08.10.2011-09:30:22
15;W_Completeren aanvraag;14.10.2011-13:52:09
16;W_Afhandelen leads;01.10.2011-13:21:27
16;W_Completeren aanvraag;01.10.2011-13:58:47
16;W_Nabellen offertes;08.10.2011-10:45:59
17;W_Afhandelen leads;01.10.2011-13:24:17
17;W_Completeren aanvraag;01.10.2011-13:57:08
17;W_Completeren aanvraag;01.10.2011-13:57:18
17;W_Completeren aanvraag;01.10.2011-14:00:29
17;W_Completeren aanvraag;01.10.2011-14:09:35
17;W_Completeren aanvraag;01.10.2011-14:37:33
17;W_Nabellen offertes;01.10.2011-14:39:20
17;W_Nabellen offertes;01.10.2011-14:42:18
17;W_Nabellen offertes;01.10.2011-14:48:25
17;W_Nabellen offertes;03.10.2011-14:44:24
18;W_Completeren aanvraag;01.10.2011-13:34:03
18;W_Completeren aanvraag;01.10.2011-14:50:03
18;W_Nabellen offertes;07.10.2011-10:40:20
18;W_Valideren aanvraag;11.10.2011-08:39:37
19;W_Completeren aanvraag;01.10.2011-13:44:41
19;W_Completeren aanvraag;01.10.2011-14:00:04
19;W_Completeren aanvraag;03.10.2011-10:57:19
19;W_Completeren aanvraag;04.10.2011-07:28:25
19;W_Completeren aanvraag;04.10.2011-11:23:24
19;W_Completeren aanvraag;04.10.2011-15:57:28
19;W_Completeren aanvraag;05.10.2011-07:52:18
19;W_Completeren aanvraag;05.10.2011-11:52:14
19;W_Completeren aanvraag;05.10.2011-16:39:11
19;W_Completeren aanvraag;06.10.2011-07:59:11
19;W_Completeren aanvraag;07.10.2011-07:18:19
19;W_Completeren aanvraag;07.10.2011-16:41:57
19;W_Completeren aanvraag;08.10.2011-09:12:22
19;W_Completeren aanvraag;14.10.2011-11:51:42
19;W_Completeren aanvraag;14.10.2011-11:52:59
19;W_Completeren aanvraag;14.10.2011-12:26:30
19;W_Beoordelen fraude;14.10.2011-12:26:59
19;W_Beoordelen fraude;14.10.2011-12:28:41
20;W_Completeren aanvraag;01.10.2011-14:01:45
20;W_Nabellen offertes;08.10.2011-10:34:58
20;W_Nabellen offertes;10.10.2011-17:52:09
20;W_Nabellen offertes;11.10.2011-09:01:39
20;W_Valideren aanvraag;14.10.2011-13:41:11
21;W_Afhandelen leads;01.10.2011-14:38:43
22;W_Completeren aanvraag;01.10.2011-14:45:56
22;W_Completeren aanvraag;01.10.2011-14:48:23
22;W_Completeren aanvraag;03.10.2011-11:48:25
22;W_Completeren aanvraag;04.10.2011-07:34:40
22;W_Completeren aanvraag;04.10.2011-11:11:09
22;W_Completeren aanvraag;04.10.2011-15:17:33
22;W_Completeren aanvraag;05.10.2011-07:20:40
22;W_Completeren aanvraag;05.10.2011-08:42:52
22;W_Completeren aanvraag;05.10.2011-12:05:43
22;W_Completeren aanvraag;05.10.2011-16:50:58
22;W_Completeren aanvraag;06.10.2011-07:58:22
22;W_Completeren aanvraag;06.10.2011-18:52:12
23;W_Completeren aanvraag;03.10.2011-07:20:05
23;W_Completeren aanvraag;03.10.2011-08:38:04
24;W_Afhandelen leads;03.10.2011-07:04:57
25;W_Completeren aanvraag;03.10.2011-07:25:12
26;W_Completeren aanvraag;03.10.2011-07:19:46
26;W_Completeren aanvraag;03.10.2011-12:36:50
26;W_Completeren aanvraag;04.10.2011-08:01:30
26;W_Completeren aanvraag;04.10.2011-11:41:55
26;W_Completeren aanvraag;04.10.2011-15:15:04
26;W_Completeren aanvraag;04.10.2011-15:15:24
26;W_Completeren aanvraag;04.10.2011-15:19:49
26;W_Completeren aanvraag;04.10.2011-15:37:29
26;W_Nabellen offertes;11.10.2011-18:42:59
26;W_Nabellen offertes;12.10.2011-14:47:33
26;W_Nabellen offertes;13.10.2011-16:50:05
26;W_Nabellen offertes;17.10.2011-09:29:16
26;W_Valideren aanvraag;19.10.2011-11:25:05
26;W_Nabellen incomplete dossiers;19.10.2011-12:41:13
26;W_Nabellen incomplete dossiers;19.10.2011-17:37:43
26;W_Nabellen incomplete dossiers;20.10.2011-07:29:54
26;W_Nabellen incomplete dossiers;21.10.2011-16:57:41
26;W_Nabellen incomplete dossiers;24.10.2011-08:35:43
26;W_Nabellen incomplete dossiers;27.10.2011-12:09:53
26;W_Nabellen incomplete dossiers;28.10.2011-05:50:44
26;W_Valideren aanvraag;28.10.2011-07:50:08
26;W_Nabellen incomplete dossiers;28.10.2011-09:54:32
26;W_Nabellen incomplete dossiers;28.10.2011-10:35:25
26;W_Valideren aanvraag;31.10.2011-08:38:48
26;W_Valideren aanvraag;31.10.2011-10:18:09
26;W_Nabellen incomplete dossiers;31.10.2011-14:36:47
26;W_Nabellen incomplete dossiers;31.10.2011-19:37:23
26;W_Nabellen incomplete dossiers;01.11.2011-13:19:14
26;W_Nabellen incomplete dossiers;01.11.2011-14:13:12
26;W_Nabellen incomplete dossiers;03.11.2011-07:38:04
26;W_Nabellen incomplete dossiers;03.11.2011-15:28:08
26;W_Nabellen incomplete dossiers;03.11.2011-16:15:31
26;W_Nabellen incomplete dossiers;05.11.2011-10:18:12
26;W_Nabellen incomplete dossiers;05.11.2011-13:46:22
26;W_Nabellen incomplete dossiers;07.11.2011-08:33:11
26;W_Nabellen incomplete dossiers;07.11.2011-13:39:22
26;W_Nabellen incomplete dossiers;07.11.2011-14:09:55
26;W_Nabellen incomplete dossiers;08.11.2011-19:37:59
26;W_Nabellen incomplete dossiers;10.11.2011-10:20:04
26;W_Nabellen incomplete dossiers;11.11.2011-08:30:59
26;W_Valideren aanvraag;11.11.2011-09:25:50
26;W_Valideren aanvraag;15.11.2011-11:28:14
26;W_Valideren aanvraag;15.11.2011-11:50:36
27;W_Completeren aanvraag;03.10.2011-07:31:09
27;W_Nabellen offertes;03.10.2011-07:36:45
27;W_Nabellen offertes;03.10.2011-07:39:54
27;W_Nabellen offertes;03.10.2011-07:54:06
27;W_Nabellen offertes;10.10.2011-13:10:36
27;W_Nabellen offertes;10.10.2011-17:59:57
27;W_Nabellen offertes;10.10.2011-18:55:56
27;W_Nabellen offertes;18.10.2011-09:49:29
27;W_Nabellen offertes;19.10.2011-16:51:57
28;W_Completeren aanvraag;03.10.2011-07:26:12
28;W_Nabellen offertes;03.10.2011-07:31:22
28;W_Nabellen offertes;03.10.2011-07:32:18
28;W_Nabellen offertes;07.10.2011-10:37:08
28;W_Valideren aanvraag;07.10.2011-15:31:10
28;W_Valideren aanvraag;10.10.2011-12:22:43
29;W_Completeren aanvraag;03.10.2011-07:29:52
29;W_Completeren aanvraag;03.10.2011-12:53:22
29;W_Nabellen offertes;03.10.2011-12:58:24
29;W_Nabellen offertes;10.10.2011-15:48:08
29;W_Nabellen offertes;14.10.2011-08:08:49
29;W_Valideren aanvraag;18.10.2011-08:17:36
29;W_Nabellen incomplete dossiers;18.10.2011-08:55:09
29;W_Valideren aanvraag;18.10.2011-09:18:19
29;W_Valideren aanvraag;18.10.2011-09:25:11
30;W_Completeren aanvraag;03.10.2011-07:32:18
30;W_Completeren aanvraag;03.10.2011-09:16:43
30;W_Nabellen offertes;10.10.2011-15:23:27
30;W_Nabellen offertes;10.10.2011-15:23:56
31;W_Completeren aanvraag;03.10.2011-07:35:35
31;W_Completeren aanvraag;04.10.2011-16:15:07
31;W_Completeren aanvraag;04.10.2011-16:15:39
31;W_Completeren aanvraag;04.10.2011-16:30:30
32;W_Afhandelen leads;03.10.2011-07:07:20
33;W_Completeren aanvraag;03.10.2011-07:37:47
33;W_Completeren aanvraag;03.10.2011-07:53:27
33;W_Nabellen offertes;03.10.2011-07:59:31
33;W_Nabellen offertes;03.10.2011-08:06:56
33;W_Nabellen offertes;10.10.2011-14:16:26
33;W_Nabellen offertes;18.10.2011-12:04:21
33;W_Nabellen offertes;18.10.2011-12:09:41
33;W_Nabellen offertes;19.10.2011-17:17:02
33;W_Nabellen offertes;25.10.2011-10:02:55
33;W_Nabellen offertes;25.10.2011-14:11:42
33;W_Nabellen offertes;25.10.2011-14:12:11
33;W_Nabellen offertes;27.10.2011-12:55:44
33;W_Nabellen offertes;31.10.2011-15:11:55
33;W_Nabellen offertes;31.10.2011-15:28:29
33;W_Nabellen offertes;03.11.2011-08:15:16
34;W_Afhandelen leads;03.10.2011-07:09:15
34;W_Completeren aanvraag;03.10.2011-09:04:49
34;W_Completeren aanvraag;03.10.2011-09:47:49
34;W_Nabellen offertes;03.10.2011-09:49:51
34;W_Nabellen offertes;10.10.2011-14:57:27
34;W_Nabellen offertes;10.10.2011-17:28:06
34;W_Nabellen offertes;12.10.2011-14:24:24
34;W_Nabellen offertes;13.10.2011-18:04:11
34;W_Nabellen offertes;13.10.2011-18:05:15
34;W_Nabellen offertes;13.10.2011-18:41:21
34;W_Nabellen offertes;13.10.2011-18:52:40
34;W_Nabellen offertes;13.10.2011-18:56:25
34;W_Nabellen offertes;15.10.2011-13:05:59
34;W_Nabellen offertes;17.10.2011-18:03:47
34;W_Nabellen offertes;19.10.2011-08:49:55
34;W_Nabellen offertes;19.10.2011-17:57:09
34;W_Nabellen offertes;19.10.2011-18:32:33
34;W_Nabellen offertes;03.11.2011-08:15:25
35;W_Afhandelen leads;03.10.2011-07:10:52
35;W_Completeren aanvraag;03.10.2011-09:15:49
36;W_Completeren aanvraag;03.10.2011-07:52:40
36;W_Nabellen offertes;03.10.2011-07:53:29
36;W_Nabellen offertes;03.10.2011-07:54:32
36;W_Nabellen offertes;07.10.2011-11:23:34
36;W_Valideren aanvraag;11.10.2011-07:15:48
37;W_Completeren aanvraag;03.10.2011-07:57:34
37;W_Nabellen offertes;03.10.2011-08:04:14
37;W_Nabellen offertes;10.10.2011-12:01:46
37;W_Valideren aanvraag;12.10.2011-06:58:20
37;W_Valideren aanvraag;13.10.2011-07:36:24
38;W_Afhandelen leads;03.10.2011-07:34:55
38;W_Afhandelen leads;03.10.2011-07:42:11
38;W_Afhandelen leads;03.10.2011-07:44:49
38;W_Completeren aanvraag;03.10.2011-07:46:31
38;W_Completeren aanvraag;03.10.2011-11:59:04
38;W_Completeren aanvraag;03.10.2011-12:11:03
38;W_Completeren aanvraag;03.10.2011-12:39:28
39;W_Afhandelen leads;03.10.2011-07:34:55
39;W_Afhandelen leads;03.10.2011-07:37:45
39;W_Completeren aanvraag;03.10.2011-07:38:50
40;W_Completeren aanvraag;03.10.2011-07:57:13
40;W_Completeren aanvraag;03.10.2011-08:10:38
40;W_Completeren aanvraag;03.10.2011-08:36:01
40;W_Nabellen offertes;03.10.2011-08:37:01
40;W_Nabellen offertes;03.10.2011-08:55:32
40;W_Nabellen offertes;10.10.2011-14:41:10
40;W_Nabellen offertes;18.10.2011-08:21:12
40;W_Nabellen offertes;18.10.2011-11:37:40
40;W_Nabellen offertes;18.10.2011-12:12:46
41;W_Completeren aanvraag;03.10.2011-08:25:27
41;W_Completeren aanvraag;04.10.2011-10:12:53
41;W_Completeren aanvraag;04.10.2011-11:59:22
42;W_Completeren aanvraag;03.10.2011-08:11:17
42;W_Completeren aanvraag;03.10.2011-11:15:40
42;W_Completeren aanvraag;03.10.2011-11:19:48
42;W_Nabellen offertes;10.10.2011-08:17:49
42;W_Valideren aanvraag;11.10.2011-12:57:09
43;W_Completeren aanvraag;03.10.2011-08:22:08
43;W_Nabellen offertes;10.10.2011-11:52:48
43;W_Valideren aanvraag;12.10.2011-08:52:13
44;W_Afhandelen leads;03.10.2011-07:23:52
44;W_Afhandelen leads;03.10.2011-07:26:39
45;W_Afhandelen leads;03.10.2011-07:28:44
45;W_Completeren aanvraag;03.10.2011-10:37:08
45;W_Nabellen offertes;03.10.2011-10:38:46
45;W_Nabellen offertes;10.10.2011-14:43:55
46;W_Afhandelen leads;03.10.2011-07:30:10
47;W_Completeren aanvraag;03.10.2011-08:17:33
47;W_Completeren aanvraag;03.10.2011-08:21:43
47;W_Nabellen offertes;10.10.2011-14:28:12
47;W_Nabellen offertes;18.10.2011-09:41:06
47;W_Nabellen offertes;19.10.2011-16:47:17
47;W_Nabellen offertes;20.10.2011-07:11:50
47;W_Valideren aanvraag;26.10.2011-06:07:39
48;W_Completeren aanvraag;03.10.2011-08:28:37
48;W_Completeren aanvraag;03.10.2011-12:41:00
48;W_Completeren aanvraag;03.10.2011-13:15:36
48;W_Completeren aanvraag;03.10.2011-13:18:02
48;W_Completeren aanvraag;04.10.2011-17:38:50
48;W_Completeren aanvraag;04.10.2011-17:40:49
48;W_Nabellen offertes;04.10.2011-17:41:00
48;W_Nabellen offertes;04.10.2011-17:42:29
48;W_Nabellen offertes;11.10.2011-08:01:13
48;W_Valideren aanvraag;14.10.2011-07:56:18
48;W_Valideren aanvraag;14.10.2011-08:05:57
49;W_Afhandelen leads;03.10.2011-07:31:47
49;W_Completeren aanvraag;03.10.2011-10:54:18
49;W_Completeren aanvraag;03.10.2011-12:00:48
49;W_Nabellen offertes;03.10.2011-12:02:13
49;W_Nabellen offertes;10.10.2011-16:19:22
49;W_Nabellen offertes;10.10.2011-16:22:25
49;W_Nabellen offertes;11.10.2011-14:20:52
49;W_Nabellen offertes;19.10.2011-18:01:09
49;W_Nabellen offertes;24.10.2011-09:28:27
49;W_Valideren aanvraag;28.10.2011-10:02:13
49;W_Valideren aanvraag;28.10.2011-10:19:46
49;W_Nabellen incomplete dossiers;28.10.2011-13:50:05
49;W_Nabellen incomplete dossiers;28.10.2011-14:27:27
49;W_Nabellen incomplete dossiers;28.10.2011-14:33:57
49;W_Nabellen incomplete dossiers;28.10.2011-17:51:35
49;W_Nabellen incomplete dossiers;03.11.2011-07:54:48
49;W_Nabellen incomplete dossiers;04.11.2011-10:46:12
49;W_Valideren aanvraag;04.11.2011-12:09:47
50;W_Afhandelen leads;03.10.2011-07:36:33
51;W_Afhandelen leads;03.10.2011-07:37:07
51;W_Completeren aanvraag;03.10.2011-11:58:22
51;W_Completeren aanvraag;03.10.2011-14:45:50
51;W_Completeren aanvraag;03.10.2011-14:51:51
51;W_Nabellen offertes;10.10.2011-16:44:19
51;W_Nabellen offertes;12.10.2011-14:22:54
51;W_Nabellen offertes;13.10.2011-18:00:48
52;W_Afhandelen leads;03.10.2011-07:33:46
53;W_Afhandelen leads;03.10.2011-07:35:23
54;W_Completeren aanvraag;03.10.2011-08:43:52
54;W_Nabellen offertes;03.10.2011-08:52:28
54;W_Nabellen offertes;06.10.2011-09:14:33
54;W_Nabellen offertes;10.10.2011-11:51:23
54;W_Valideren aanvraag;12.10.2011-13:54:05
54;W_Valideren aanvraag;12.10.2011-14:01:06
55;W_Beoordelen fraude;03.10.2011-09:00:29
55;W_Beoordelen fraude;03.10.2011-09:01:13
55;W_Beoordelen fraude;03.10.2011-09:19:30
56;W_Afhandelen leads;03.10.2011-07:30:25
56;W_Completeren aanvraag;03.10.2011-10:28:21
56;W_Completeren aanvraag;03.10.2011-14:08:25
56;W_Completeren aanvraag;03.10.2011-14:16:07
56;W_Completeren aanvraag;03.10.2011-14:52:30
56;W_Completeren aanvraag;04.10.2011-10:04:02
57;W_Afhandelen leads;03.10.2011-07:28:17
57;W_Completeren aanvraag;03.10.2011-10:21:41
57;W_Completeren aanvraag;03.10.2011-10:23:42
58;W_Completeren aanvraag;03.10.2011-08:29:11
58;W_Completeren aanvraag;03.10.2011-08:58:03
58;W_Completeren aanvraag;03.10.2011-13:29:08
58;W_Nabellen offertes;03.10.2011-13:30:11
58;W_Nabellen offertes;03.10.2011-13:31:48
58;W_Nabellen offertes;10.10.2011-16:28:06
58;W_Nabellen offertes;12.10.2011-14:13:02
58;W_Nabellen offertes;21.10.2011-10:32:29
58;W_Nabellen offertes;21.10.2011-18:25:44
58;W_Nabellen offertes;24.10.2011-14:13:24
58;W_Nabellen offertes;26.10.2011-08:23:29
58;W_Valideren aanvraag;31.10.2011-12:19:02
58;W_Nabellen incomplete dossiers;31.10.2011-16:17:03
58;W_Nabellen incomplete dossiers;01.11.2011-10:19:59
58;W_Nabellen incomplete dossiers;01.11.2011-15:40:13
58;W_Nabellen incomplete dossiers;01.11.2011-18:00:06
58;W_Nabellen incomplete dossiers;03.11.2011-07:49:14
58;W_Nabellen incomplete dossiers;07.11.2011-07:57:43
58;W_Nabellen incomplete dossiers;09.11.2011-09:38:12
58;W_Valideren aanvraag;09.11.2011-11:18:51
58;W_Nabellen incomplete dossiers;09.11.2011-12:22:22
58;W_Nabellen incomplete dossiers;09.11.2011-12:22:39
58;W_Nabellen incomplete dossiers;09.11.2011-17:16:05
58;W_Nabellen incomplete dossiers;10.11.2011-10:31:22
58;W_Nabellen incomplete dossiers;10.11.2011-19:50:24
58;W_Nabellen incomplete dossiers;12.11.2011-09:33:10
58;W_Nabellen incomplete dossiers;17.11.2011-14:34:29
58;W_Nabellen incomplete dossiers;18.11.2011-08:29:30
58;W_Nabellen incomplete dossiers;18.11.2011-14:40:10
58;W_Nabellen incomplete dossiers;18.11.2011-15:25:37
58;W_Nabellen incomplete dossiers;18.11.2011-19:46:59
58;W_Nabellen incomplete dossiers;19.11.2011-09:40:38
58;W_Nabellen incomplete dossiers;19.11.2011-12:58:56
58;W_Nabellen incomplete dossiers;21.11.2011-08:33:07
58;W_Nabellen incomplete dossiers;21.11.2011-09:01:50
58;W_Nabellen incomplete dossiers;21.11.2011-19:44:46
58;W_Nabellen incomplete dossiers;22.11.2011-10:27:47
58;W_Nabellen incomplete dossiers;22.11.2011-13:49:49
58;W_Nabellen incomplete dossiers;24.11.2011-09:48:23
58;W_Nabellen incomplete dossiers;25.11.2011-13:16:47
58;W_Nabellen incomplete dossiers;26.11.2011-09:15:39
58;W_Nabellen incomplete dossiers;26.11.2011-13:34:49
58;W_Nabellen incomplete dossiers;28.11.2011-09:47:59
58;W_Nabellen incomplete dossiers;28.11.2011-14:33:09
58;W_Valideren aanvraag;29.11.2011-08:27:33
59;W_Afhandelen leads;03.10.2011-07:29:09
60;W_Completeren aanvraag;03.10.2011-08:32:58
60;W_Completeren aanvraag;03.10.2011-16:29:18
60;W_Completeren aanvraag;04.10.2011-10:31:34
60;W_Completeren aanvraag;04.10.2011-12:04:32
60;W_Completeren aanvraag;04.10.2011-15:49:43
60;W_Completeren aanvraag;05.10.2011-07:46:04
60;W_Completeren aanvraag;05.10.2011-11:44:36
60;W_Completeren aanvraag;05.10.2011-16:30:10
60;W_Completeren aanvraag;06.10.2011-18:44:54
60;W_Completeren aanvraag;07.10.2011-07:21:28
60;W_Completeren aanvraag;07.10.2011-16:52:53
60;W_Completeren aanvraag;08.10.2011-09:31:22
60;W_Completeren aanvraag;26.10.2011-17:29:26
60;W_Completeren aanvraag;02.11.2011-08:15:09
61;W_Completeren aanvraag;03.10.2011-08:44:53
61;W_Completeren aanvraag;03.10.2011-16:31:26
61;W_Completeren aanvraag;03.10.2011-16:51:15
61;W_Nabellen offertes;10.10.2011-11:48:25
61;W_Valideren aanvraag;12.10.2011-10:18:36
