CaseID;Prefix length;Ground truth activity;Predicted activity
3830;1;b'2';b'1'
3831;1;b'2';b'2'
3832;1;b'1';b'2'
3833;1;b'2';b'2'
3834;1;b'1';b'2'
3835;1;b'2';b'2'
3836;1;b'6';b'2'
3837;1;b'2';b'2'
3838;1;b'11';b'5'
3839;1;b'2';b'2'
3840;1;b'1';b'2'
3841;1;b'2';b'2'
3842;1;b'2';b'2'
3843;1;b'2';b'2'
3844;1;b'2';b'2'
3845;1;b'2';b'2'
3846;1;b'2';b'2'
3847;1;b'2';b'2'
3848;1;b'2';b'2'
3849;1;b'2';b'2'
3850;1;b'2';b'2'
3851;1;b'2';b'2'
3852;1;b'2';b'2'
3853;1;b'3';b'2'
3854;1;b'2';b'2'
3855;1;b'1';b'1'
3856;1;b'2';b'2'
3857;1;b'2';b'2'
3858;1;b'2';b'2'
3859;1;b'3';b'5'
3860;1;b'2';b'2'
3861;1;b'2';b'2'
3862;1;b'2';b'2'
3863;1;b'2';b'2'
3864;1;b'2';b'2'
3865;1;b'2';b'2'
3866;1;b'2';b'2'
3867;1;b'2';b'2'
3868;1;b'2';b'2'
3869;1;b'3';b'2'
3870;1;b'2';b'2'
3871;1;b'2';b'2'
3872;1;b'2';b'2'
3873;1;b'1';b'2'
3874;1;b'2';b'2'
3875;1;b'2';b'2'
3876;1;b'2';b'2'
3877;1;b'2';b'2'
3878;1;b'2';b'2'
3879;1;b'3';b'2'
3880;1;b'2';b'2'
3881;1;b'2';b'2'
3882;1;b'1';b'1'
3883;1;b'2';b'2'
3884;1;b'2';b'2'
3885;1;b'1';b'1'
3886;1;b'1';b'2'
3887;1;b'3';b'2'
3888;1;b'2';b'2'
3889;1;b'2';b'2'
3890;1;b'2';b'2'
3891;1;b'2';b'2'
3892;1;b'2';b'2'
3893;1;b'2';b'2'
3894;1;b'2';b'2'
3895;1;b'2';b'2'
3896;1;b'2';b'2'
3897;1;b'2';b'2'
3898;1;b'2';b'2'
3899;1;b'2';b'2'
3900;1;b'1';b'1'
3901;1;b'2';b'2'
3902;1;b'2';b'2'
3903;1;b'2';b'2'
3904;1;b'2';b'2'
3905;1;b'2';b'2'
3906;1;b'2';b'2'
3907;1;b'2';b'2'
3908;1;b'2';b'2'
3909;1;b'2';b'2'
3910;1;b'1';b'2'
3911;1;b'2';b'2'
3912;1;b'3';b'2'
3913;1;b'2';b'2'
3914;1;b'2';b'2'
3915;1;b'3';b'3'
3916;1;b'1';b'2'
3917;1;b'2';b'2'
3918;1;b'2';b'2'
3919;1;b'2';b'2'
3920;1;b'2';b'2'
3921;1;b'2';b'2'
3922;1;b'2';b'2'
3923;1;b'2';b'2'
3924;1;b'2';b'2'
3925;1;b'2';b'2'
3926;1;b'2';b'2'
3927;1;b'2';b'2'
3928;1;b'2';b'2'
3929;1;b'2';b'2'
3930;1;b'2';b'2'
3931;1;b'2';b'2'
3932;1;b'2';b'2'
3933;1;b'3';b'2'
3934;1;b'2';b'2'
3935;1;b'2';b'2'
3936;1;b'2';b'2'
3937;1;b'2';b'2'
3938;1;b'2';b'2'
3939;1;b'1';b'1'
3940;1;b'1';b'2'
3941;1;b'3';b'1'
3942;1;b'2';b'2'
3943;1;b'2';b'2'
3944;1;b'2';b'2'
3945;1;b'2';b'2'
3946;1;b'1';b'2'
3947;1;b'2';b'2'
3948;1;b'2';b'2'
3949;1;b'2';b'2'
3950;1;b'2';b'2'
3951;1;b'2';b'2'
3952;1;b'2';b'2'
3953;1;b'2';b'2'
3954;1;b'2';b'2'
3955;1;b'2';b'2'
3956;1;b'2';b'2'
3957;1;b'2';b'2'
3958;1;b'2';b'2'
3959;1;b'2';b'2'
3960;1;b'1';b'2'
3961;1;b'1';b'2'
3962;1;b'2';b'2'
3963;1;b'2';b'2'
3964;1;b'2';b'2'
3965;1;b'2';b'2'
3966;1;b'2';b'2'
3967;1;b'2';b'2'
3968;1;b'2';b'2'
3969;1;b'2';b'2'
3970;1;b'2';b'2'
3971;1;b'2';b'2'
3972;1;b'2';b'2'
3973;1;b'2';b'2'
3974;1;b'2';b'2'
3975;1;b'2';b'2'
3976;1;b'2';b'2'
3977;1;b'1';b'1'
3978;1;b'2';b'2'
3979;1;b'2';b'2'
3980;1;b'2';b'2'
3981;1;b'2';b'2'
3982;1;b'2';b'2'
3983;1;b'2';b'2'
3984;1;b'2';b'2'
3985;1;b'2';b'2'
3986;1;b'1';b'2'
3987;1;b'1';b'2'
3988;1;b'2';b'2'
3989;1;b'2';b'2'
3990;1;b'2';b'2'
3991;1;b'2';b'2'
3992;1;b'2';b'2'
3993;1;b'1';b'2'
3994;1;b'2';b'2'
3995;1;b'2';b'2'
3996;1;b'2';b'2'
3997;1;b'2';b'2'
3998;1;b'2';b'2'
3999;1;b'2';b'2'
4000;1;b'2';b'2'
4001;1;b'2';b'2'
4002;1;b'1';b'2'
4003;1;b'3';b'5'
4004;1;b'2';b'2'
4005;1;b'2';b'2'
4006;1;b'2';b'2'
4007;1;b'2';b'2'
4008;1;b'2';b'2'
4009;1;b'2';b'2'
4010;1;b'2';b'2'
4011;1;b'1';b'2'
4012;1;b'2';b'2'
4013;1;b'2';b'2'
4014;1;b'2';b'2'
4015;1;b'2';b'2'
4016;1;b'2';b'2'
4017;1;b'1';b'1'
4018;1;b'2';b'2'
4019;1;b'2';b'2'
4020;1;b'2';b'2'
4021;1;b'6';b'2'
4022;1;b'2';b'2'
4023;1;b'2';b'2'
4024;1;b'2';b'2'
4025;1;b'2';b'2'
4026;1;b'2';b'2'
4027;1;b'2';b'2'
4028;1;b'2';b'2'
4029;1;b'2';b'2'
4030;1;b'3';b'2'
4031;1;b'6';b'2'
4032;1;b'2';b'2'
4033;1;b'2';b'2'
4034;1;b'2';b'2'
4035;1;b'2';b'2'
4036;1;b'2';b'2'
4037;1;b'2';b'2'
4038;1;b'2';b'2'
4039;1;b'2';b'2'
4040;1;b'2';b'2'
4041;1;b'3';b'2'
4042;1;b'2';b'2'
4043;1;b'2';b'2'
4044;1;b'2';b'2'
4045;1;b'2';b'2'
4046;1;b'1';b'1'
4047;1;b'2';b'2'
4048;1;b'2';b'2'
4049;1;b'1';b'2'
4050;1;b'2';b'2'
4051;1;b'2';b'2'
4052;1;b'1';b'2'
4053;1;b'2';b'2'
4054;1;b'2';b'2'
4055;1;b'3';b'2'
4056;1;b'2';b'2'
4057;1;b'2';b'2'
4058;1;b'1';b'2'
4059;1;b'2';b'2'
4060;1;b'2';b'2'
4061;1;b'2';b'2'
4062;1;b'2';b'2'
4063;1;b'2';b'2'
4064;1;b'1';b'2'
4065;1;b'2';b'2'
4066;1;b'2';b'2'
4067;1;b'2';b'2'
4068;1;b'2';b'2'
4069;1;b'2';b'2'
4070;1;b'2';b'2'
4071;1;b'2';b'2'
4072;1;b'2';b'2'
4073;1;b'2';b'2'
4074;1;b'1';b'1'
4075;1;b'2';b'2'
4076;1;b'1';b'1'
4077;1;b'2';b'2'
4078;1;b'2';b'2'
4079;1;b'3';b'2'
4080;1;b'1';b'2'
4081;1;b'2';b'2'
4082;1;b'2';b'2'
4083;1;b'2';b'2'
4084;1;b'1';b'2'
4085;1;b'2';b'2'
4086;1;b'2';b'2'
4087;1;b'2';b'2'
4088;1;b'2';b'2'
4089;1;b'2';b'2'
4090;1;b'2';b'2'
4091;1;b'2';b'2'
4092;1;b'2';b'2'
4093;1;b'2';b'2'
4094;1;b'2';b'2'
4095;1;b'2';b'2'
4096;1;b'3';b'2'
4097;1;b'2';b'2'
4098;1;b'2';b'2'
4099;1;b'2';b'2'
4100;1;b'2';b'2'
4101;1;b'3';b'5'
4102;1;b'3';b'2'
4103;1;b'2';b'2'
4104;1;b'2';b'2'
4105;1;b'2';b'2'
4106;1;b'2';b'2'
4107;1;b'2';b'2'
4108;1;b'2';b'2'
4109;1;b'3';b'2'
4110;1;b'3';b'2'
4111;1;b'3';b'5'
4112;1;b'1';b'2'
4113;1;b'2';b'2'
4114;1;b'2';b'2'
4115;1;b'2';b'2'
4116;1;b'3';b'2'
4117;1;b'2';b'2'
4118;1;b'2';b'2'
4119;1;b'2';b'2'
4120;1;b'2';b'2'
4121;1;b'2';b'2'
4122;1;b'2';b'2'
4123;1;b'2';b'2'
4124;1;b'2';b'2'
4125;1;b'2';b'2'
4126;1;b'2';b'2'
4127;1;b'1';b'1'
4128;1;b'2';b'2'
4129;1;b'1';b'1'
4130;1;b'2';b'2'
4131;1;b'2';b'2'
4132;1;b'2';b'2'
4133;1;b'1';b'2'
4134;1;b'2';b'2'
4135;1;b'2';b'2'
4136;1;b'1';b'2'
4137;1;b'2';b'2'
4138;1;b'3';b'2'
4139;1;b'2';b'2'
4140;1;b'2';b'2'
4141;1;b'2';b'2'
4142;1;b'1';b'1'
4143;1;b'2';b'2'
4144;1;b'2';b'2'
4145;1;b'2';b'2'
4146;1;b'2';b'2'
4147;1;b'2';b'2'
4148;1;b'2';b'2'
4149;1;b'6';b'2'
4150;1;b'2';b'2'
4151;1;b'1';b'2'
4152;1;b'2';b'2'
4153;1;b'2';b'2'
4154;1;b'2';b'2'
4155;1;b'2';b'2'
4156;1;b'2';b'2'
4157;1;b'2';b'2'
4158;1;b'2';b'2'
4159;1;b'2';b'2'
4160;1;b'2';b'2'
4161;1;b'2';b'2'
4162;1;b'2';b'2'
4163;1;b'2';b'2'
4164;1;b'1';b'2'
4165;1;b'2';b'2'
4166;1;b'2';b'2'
4167;1;b'2';b'2'
4168;1;b'2';b'1'
4169;1;b'2';b'2'
4170;1;b'2';b'2'
4171;1;b'2';b'2'
4172;1;b'2';b'2'
4173;1;b'2';b'2'
4174;1;b'2';b'2'
4175;1;b'2';b'2'
4176;1;b'2';b'2'
4177;1;b'1';b'1'
4178;1;b'1';b'2'
4179;1;b'2';b'2'
4180;1;b'2';b'2'
4181;1;b'2';b'2'
4182;1;b'8';b'2'
4183;1;b'2';b'2'
4184;1;b'2';b'2'
4185;1;b'2';b'2'
4186;1;b'2';b'2'
4187;1;b'2';b'2'
4188;1;b'2';b'2'
4189;1;b'2';b'2'
4190;1;b'3';b'2'
4191;1;b'2';b'2'
4192;1;b'2';b'2'
4193;1;b'2';b'2'
4194;1;b'2';b'2'
4195;1;b'2';b'2'
4196;1;b'1';b'2'
4197;1;b'2';b'2'
4198;1;b'2';b'2'
4199;1;b'2';b'2'
4200;1;b'2';b'2'
4201;1;b'2';b'2'
4202;1;b'2';b'2'
4203;1;b'3';b'2'
4204;1;b'2';b'2'
4205;1;b'2';b'2'
4206;1;b'1';b'1'
4207;1;b'2';b'2'
4208;1;b'2';b'2'
4209;1;b'2';b'2'
4210;1;b'2';b'2'
4211;1;b'2';b'2'
4212;1;b'1';b'2'
4213;1;b'2';b'2'
4214;1;b'1';b'2'
4215;1;b'2';b'2'
4216;1;b'2';b'2'
4217;1;b'2';b'2'
4218;1;b'1';b'2'
4219;1;b'2';b'2'
4220;1;b'2';b'2'
4221;1;b'2';b'2'
4222;1;b'1';b'2'
4223;1;b'2';b'2'
4224;1;b'2';b'2'
4225;1;b'2';b'2'
4226;1;b'2';b'2'
4227;1;b'2';b'2'
4228;1;b'2';b'2'
4229;1;b'2';b'2'
4230;1;b'3';b'2'
4231;1;b'2';b'2'
4232;1;b'2';b'2'
4233;1;b'2';b'2'
4234;1;b'3';b'2'
4235;1;b'2';b'2'
4236;1;b'1';b'2'
4237;1;b'2';b'2'
4238;1;b'2';b'2'
4239;1;b'2';b'2'
4240;1;b'2';b'2'
4241;1;b'3';b'1'
4242;1;b'1';b'1'
4243;1;b'2';b'2'
4244;1;b'2';b'2'
4245;1;b'2';b'2'
4246;1;b'2';b'2'
4247;1;b'3';b'2'
4248;1;b'2';b'2'
4249;1;b'2';b'2'
4250;1;b'2';b'2'
4251;1;b'2';b'2'
4252;1;b'2';b'2'
4253;1;b'2';b'2'
4254;1;b'2';b'2'
4255;1;b'2';b'2'
4256;1;b'2';b'2'
4257;1;b'2';b'2'
4258;1;b'2';b'2'
4259;1;b'2';b'2'
4260;1;b'2';b'2'
4261;1;b'2';b'2'
4262;1;b'2';b'2'
4263;1;b'2';b'2'
4264;1;b'3';b'2'
4265;1;b'1';b'2'
4266;1;b'2';b'2'
4267;1;b'6';b'5'
4268;1;b'2';b'2'
4269;1;b'2';b'2'
4270;1;b'2';b'2'
4271;1;b'2';b'2'
4272;1;b'1';b'2'
4273;1;b'2';b'2'
4274;1;b'2';b'2'
4275;1;b'2';b'2'
4276;1;b'2';b'2'
4277;1;b'2';b'2'
4278;1;b'1';b'2'
4279;1;b'2';b'2'
4280;1;b'2';b'2'
4281;1;b'2';b'2'
4282;1;b'2';b'2'
4283;1;b'1';b'2'
4284;1;b'1';b'1'
4285;1;b'2';b'2'
4286;1;b'1';b'2'
4287;1;b'2';b'2'
4288;1;b'3';b'2'
4289;1;b'2';b'2'
4290;1;b'3';b'2'
4291;1;b'2';b'2'
4292;1;b'2';b'2'
4293;1;b'1';b'2'
4294;1;b'2';b'2'
4295;1;b'2';b'2'
4296;1;b'2';b'2'
4297;1;b'3';b'2'
4298;1;b'2';b'2'
4299;1;b'2';b'2'
4300;1;b'2';b'2'
4301;1;b'2';b'2'
4302;1;b'2';b'2'
4303;1;b'2';b'2'
4304;1;b'2';b'2'
4305;1;b'2';b'2'
4306;1;b'2';b'2'
4307;1;b'2';b'2'
4308;1;b'2';b'2'
4309;1;b'2';b'2'
4310;1;b'2';b'2'
4311;1;b'2';b'2'
4312;1;b'2';b'2'
4313;1;b'2';b'2'
4314;1;b'2';b'2'
4315;1;b'2';b'2'
4316;1;b'3';b'2'
4317;1;b'2';b'2'
4318;1;b'2';b'2'
4319;1;b'2';b'2'
4320;1;b'2';b'2'
4321;1;b'1';b'2'
4322;1;b'2';b'2'
4323;1;b'2';b'2'
4324;1;b'2';b'2'
4325;1;b'2';b'2'
4326;1;b'2';b'2'
4327;1;b'2';b'2'
4328;1;b'1';b'2'
4329;1;b'2';b'2'
4330;1;b'2';b'2'
4331;1;b'2';b'2'
4332;1;b'2';b'2'
4333;1;b'2';b'2'
4334;1;b'2';b'2'
4335;1;b'2';b'2'
4336;1;b'2';b'2'
4337;1;b'2';b'2'
4338;1;b'1';b'2'
4339;1;b'2';b'2'
4340;1;b'2';b'2'
4341;1;b'2';b'2'
4342;1;b'2';b'2'
4343;1;b'2';b'2'
4344;1;b'2';b'2'
4345;1;b'2';b'2'
4346;1;b'2';b'2'
4347;1;b'2';b'2'
4348;1;b'2';b'2'
4349;1;b'1';b'2'
4350;1;b'2';b'2'
4351;1;b'2';b'2'
4352;1;b'2';b'2'
4353;1;b'2';b'2'
4354;1;b'2';b'2'
4355;1;b'2';b'2'
4356;1;b'3';b'2'
4357;1;b'2';b'2'
4358;1;b'2';b'2'
4359;1;b'2';b'2'
4360;1;b'2';b'2'
4361;1;b'2';b'2'
4362;1;b'1';b'2'
4363;1;b'2';b'2'
4364;1;b'2';b'2'
4365;1;b'2';b'2'
4366;1;b'3';b'5'
4367;1;b'2';b'2'
4368;1;b'2';b'2'
4369;1;b'6';b'1'
4370;1;b'3';b'2'
4371;1;b'3';b'2'
4372;1;b'2';b'2'
4373;1;b'2';b'2'
4374;1;b'1';b'1'
4375;1;b'2';b'2'
4376;1;b'2';b'2'
4377;1;b'1';b'2'
4378;1;b'2';b'2'
4379;1;b'2';b'2'
4380;1;b'2';b'2'
4381;1;b'2';b'2'
4382;1;b'2';b'2'
4383;1;b'2';b'2'
4384;1;b'1';b'2'
4385;1;b'2';b'2'
4386;1;b'1';b'2'
4387;1;b'3';b'2'
4388;1;b'2';b'2'
4389;1;b'2';b'2'
4390;1;b'2';b'2'
4391;1;b'1';b'2'
4392;1;b'2';b'2'
4393;1;b'2';b'2'
4394;1;b'2';b'2'
4395;1;b'2';b'2'
4396;1;b'2';b'2'
4397;1;b'2';b'2'
4398;1;b'2';b'2'
4399;1;b'2';b'2'
4400;1;b'2';b'2'
4401;1;b'2';b'2'
4402;1;b'2';b'2'
4403;1;b'2';b'2'
4404;1;b'2';b'2'
4405;1;b'2';b'2'
4406;1;b'2';b'2'
4407;1;b'2';b'2'
4408;1;b'2';b'2'
4409;1;b'2';b'2'
4410;1;b'2';b'2'
4411;1;b'1';b'1'
4412;1;b'2';b'2'
4413;1;b'2';b'2'
4414;1;b'2';b'2'
4415;1;b'2';b'2'
4416;1;b'6';b'2'
4417;1;b'2';b'2'
4418;1;b'6';b'2'
4419;1;b'2';b'2'
4420;1;b'2';b'2'
4421;1;b'2';b'2'
4422;1;b'1';b'2'
4423;1;b'2';b'2'
4424;1;b'2';b'2'
4425;1;b'2';b'2'
4426;1;b'2';b'2'
4427;1;b'2';b'2'
4428;1;b'2';b'2'
4429;1;b'2';b'2'
4430;1;b'2';b'2'
4431;1;b'2';b'2'
4432;1;b'6';b'5'
4433;1;b'2';b'2'
4434;1;b'2';b'2'
4435;1;b'2';b'2'
4436;1;b'2';b'2'
4437;1;b'2';b'2'
4438;1;b'2';b'2'
4439;1;b'2';b'2'
4440;1;b'2';b'2'
4441;1;b'1';b'2'
4442;1;b'2';b'2'
4443;1;b'2';b'2'
4444;1;b'2';b'2'
4445;1;b'2';b'2'
4446;1;b'2';b'1'
4447;1;b'2';b'2'
4448;1;b'2';b'2'
4449;1;b'1';b'2'
4450;1;b'2';b'2'
4451;1;b'2';b'2'
4452;1;b'2';b'2'
4453;1;b'2';b'2'
4454;1;b'2';b'2'
4455;1;b'2';b'2'
4456;1;b'2';b'2'
4457;1;b'2';b'2'
4458;1;b'2';b'2'
4459;1;b'2';b'2'
4460;1;b'2';b'2'
4461;1;b'2';b'2'
4462;1;b'2';b'2'
4463;1;b'1';b'2'
4464;1;b'2';b'2'
4465;1;b'6';b'2'
4466;1;b'1';b'2'
4467;1;b'3';b'2'
4468;1;b'2';b'2'
4469;1;b'2';b'2'
4470;1;b'2';b'2'
4471;1;b'2';b'2'
4472;1;b'2';b'2'
4473;1;b'2';b'2'
4474;1;b'2';b'2'
4475;1;b'2';b'2'
4476;1;b'2';b'2'
4477;1;b'2';b'2'
4478;1;b'3';b'2'
4479;1;b'2';b'2'
4480;1;b'2';b'2'
4481;1;b'2';b'2'
4482;1;b'2';b'2'
4483;1;b'2';b'2'
4484;1;b'2';b'2'
4485;1;b'2';b'2'
4486;1;b'2';b'2'
4487;1;b'2';b'2'
4488;1;b'2';b'2'
4489;1;b'2';b'2'
4490;1;b'2';b'2'
4491;1;b'2';b'2'
4492;1;b'3';b'2'
4493;1;b'2';b'2'
4494;1;b'3';b'2'
4495;1;b'1';b'1'
4496;1;b'1';b'2'
4497;1;b'2';b'2'
4498;1;b'1';b'2'
4499;1;b'2';b'2'
4500;1;b'6';b'5'
4501;1;b'2';b'2'
4502;1;b'2';b'2'
4503;1;b'2';b'2'
4504;1;b'2';b'2'
4505;1;b'2';b'2'
4506;1;b'1';b'1'
4507;1;b'2';b'2'
4508;1;b'2';b'2'
4509;1;b'2';b'2'
4510;1;b'2';b'2'
4511;1;b'6';b'2'
4512;1;b'3';b'3'
4513;1;b'2';b'2'
4514;1;b'2';b'2'
4515;1;b'2';b'2'
4516;1;b'2';b'2'
4517;1;b'2';b'2'
4518;1;b'2';b'2'
4519;1;b'2';b'2'
4520;1;b'2';b'2'
4521;1;b'2';b'2'
4522;1;b'2';b'2'
4523;1;b'2';b'2'
4524;1;b'2';b'2'
4525;1;b'2';b'2'
4526;1;b'3';b'2'
4527;1;b'3';b'2'
4528;1;b'2';b'2'
4529;1;b'1';b'2'
4530;1;b'3';b'3'
4531;1;b'3';b'2'
4532;1;b'2';b'2'
4533;1;b'2';b'2'
4534;1;b'2';b'2'
4535;1;b'3';b'2'
4536;1;b'2';b'2'
4537;1;b'2';b'2'
4538;1;b'1';b'2'
4539;1;b'2';b'2'
4540;1;b'2';b'2'
4541;1;b'2';b'2'
4542;1;b'2';b'2'
4543;1;b'2';b'2'
4544;1;b'2';b'2'
4545;1;b'1';b'2'
4546;1;b'2';b'2'
4547;1;b'2';b'2'
4548;1;b'2';b'2'
4549;1;b'2';b'2'
4550;1;b'2';b'2'
4551;1;b'2';b'2'
4552;1;b'2';b'2'
4553;1;b'2';b'2'
4554;1;b'2';b'2'
4555;1;b'2';b'2'
4556;1;b'2';b'2'
4557;1;b'2';b'2'
4558;1;b'2';b'2'
4559;1;b'2';b'2'
4560;1;b'2';b'2'
4561;1;b'2';b'2'
4562;1;b'2';b'2'
4563;1;b'1';b'2'
4564;1;b'1';b'1'
4565;1;b'2';b'2'
4566;1;b'2';b'2'
4567;1;b'2';b'2'
4568;1;b'2';b'2'
4569;1;b'2';b'2'
4570;1;b'2';b'2'
4571;1;b'2';b'2'
4572;1;b'2';b'2'
4573;1;b'2';b'2'
4574;1;b'2';b'2'
4575;1;b'2';b'2'
4576;1;b'2';b'2'
4577;1;b'3';b'2'
4578;1;b'2';b'2'
4579;1;b'6';b'3'
3664;2;b'6';b'3'
3665;2;b'6';b'3'
3666;2;b'3';b'3'
3667;2;b'3';b'3'
3668;2;b'2';b'2'
3669;2;b'3';b'3'
3670;2;b'3';b'3'
3671;2;b'3';b'5'
3672;2;b'6';b'5'
3673;2;b'3';b'5'
3674;2;b'3';b'3'
3675;2;b'3';b'3'
3676;2;b'4';b'4'
3677;2;b'3';b'3'
3678;2;b'3';b'3'
3679;2;b'3';b'3'
3680;2;b'3';b'3'
3681;2;b'3';b'3'
3682;2;b'3';b'3'
3683;2;b'3';b'3'
3684;2;b'2';b'2'
3685;2;b'3';b'3'
3686;2;b'6';b'3'
3687;2;b'2';b'2'
3688;2;b'6';b'3'
3689;2;b'2';b'2'
3690;2;b'2';b'2'
3691;2;b'2';b'4'
3692;2;b'3';b'3'
3693;2;b'4';b'4'
3694;2;b'3';b'3'
3695;2;b'6';b'5'
3696;2;b'6';b'3'
3697;2;b'3';b'3'
3698;2;b'3';b'3'
3699;2;b'3';b'3'
3700;2;b'3';b'3'
3701;2;b'3';b'2'
3702;2;b'3';b'3'
3703;2;b'4';b'4'
3704;2;b'3';b'3'
3705;2;b'3';b'3'
3706;2;b'3';b'3'
3707;2;b'6';b'5'
3708;2;b'3';b'3'
3709;2;b'2';b'2'
3710;2;b'3';b'5'
3711;2;b'3';b'3'
3712;2;b'3';b'5'
3713;2;b'3';b'3'
3714;2;b'3';b'3'
3715;2;b'3';b'3'
3716;2;b'6';b'3'
3717;2;b'3';b'3'
3718;2;b'3';b'3'
3719;2;b'3';b'3'
3720;2;b'3';b'3'
3721;2;b'2';b'2'
3722;2;b'3';b'3'
3723;2;b'3';b'3'
3724;2;b'3';b'4'
3725;2;b'3';b'3'
3726;2;b'3';b'3'
3727;2;b'3';b'3'
3728;2;b'4';b'4'
3729;2;b'3';b'3'
3730;2;b'3';b'3'
3731;2;b'3';b'3'
3732;2;b'3';b'3'
3733;2;b'3';b'3'
3734;2;b'3';b'3'
3735;2;b'4';b'4'
3736;2;b'3';b'3'
3737;2;b'3';b'3'
3738;2;b'4';b'3'
3739;2;b'2';b'3'
3740;2;b'3';b'3'
3741;2;b'3';b'3'
3742;2;b'3';b'3'
3743;2;b'6';b'3'
